Complaint_id,Complaints,Category,Intent
C008204,"The use to be cool but always having serious downtime I can't make transfer or check my balance since a week now and my network provider is fine, Customers service told me it my network which is not,I regret banking with you people I have my money in your bank and I can't access to use it which is frustrating only to find out you enrolled my line into an unauthorized game club service and deducted my balance.",Billing & VAS,forced_subscription
C008205,"It's the worst app, first of all these guys deduct your money when purchasing something but then after you don't get your bundle.... What a scam in this app only to find out you enrolled my line into an unauthorized game club service and deducted my balance.",Billing & VAS,forced_subscription
C008206,"PalmPay is a great app. I recommend it to friends. But please, remove the Flex Credit option from the recharge function. More than 4x, I've incured unnecessary debt because I unintentionally recharged through Flex Credit—an option you slyly introduce to the recharge process without permission. Please remove it, unless you're doing it intentionally to force people into using Flex Credit. It's so annoying that it cost two stars in my review, but my phone has been showing 'Emergency Calls Only' and completely zero signal bars all day.",Network Quality,total_outage
C008207,"The application is not supposed to be showing my balance after exiting and logging out and when I off my data, kindly unbar my SIM line, I have already updated my NIN credentials at your center.",SIM Services,sim_barred_nin
C008208,"Palmpay was a nice app until they turned okcard to flex cash. While it was OK card, the interest on credit is calculated daily and it's quite low. Right now, Palmpay charges outright 3150 on 15k even if you pay back the following day. Remove the stupid rule for customers to pay back by 16th (mid-month). Why would anyone use your OK credit to pay bill if they would have fund in 2 days time. You sef, think am na. Your 5* go later drop to 1* If you no change your way, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C008209,"It is difficult to be downloaded .i dont know why, and i have downloaded it thinking that it will give me the 1gb free bundle just like safaricom but unfortunately it went different and i gonna uninstall it and urge my friend not waste their mega bytes.Airtel hell and my line was disconnected, stating my NIN registration status is invalid.",SIM Services,sim_barred_nin
C008210,The app is so slow I have Been trying to buy data for an hour It's only for those who have patience you should fix that,Mobile Data,slow_internet
C008211,"Ever since yesterday heavy rain for Benin, Glo data network totally dead.",Mobile Data,abnormal_data_drain
C008212,"I've recharged 4k thru the app, my account was debited but i wasn't credited, and they are telling me to go to my bank, that sucks...👎",Billing & VAS,unexplained_deduction
C008213,"This app is very bad, they have been deducting almost 2thousand naira from my account almost every week. like 5000 naira have been deducted from my account now. my advise for anyone that want to start using this app is to come out of that dream from banking with them beware palmpay is a scam.",Fraud,reported_scam
